1	55	40	32	32	0	0
2	256	40	32	32	0	0
3	292	40	32	32	0	0
4	19	138	32	32	0	0
5	55	138	32	32	0	0
6	91	138	32	32	0	0
7	127	138	32	32	0	0
8	184	138	32	32	0	0
9	220	138	32	32	0	0
10	256	138	32	32	0	0
11	292	138	32	32	0	0
12	328	138	32	32	0	0
13	91	198	32	32	0	0
14	127	198	32	32	0	0
15	220	199	32	32	0	0
16	55	295	32	32	0	0
17	256	295	32	32	0	0
18	292	295	32	32	0	0
19	19	393	32	32	0	0
20	55	393	32	32	0	0
21	91	393	32	32	0	0
22	127	393	32	32	0	0
23	184	393	32	32	0	0
24	220	393	32	32	0	0
25	256	393	32	32	0	0
26	292	393	32	32	0	0
27	328	393	32	32	0	0
28	91	453	32	32	0	0
29	127	453	32	32	0	0
30	220	453	32	32	0	0
